lid,cnt_selected,P,lclass
SVM2,20,0.666666666666667,Support vector regression
NNet30,18,0.6,Neural network
SVM3,18,0.6,Support vector regression
NNet13,17,0.566666666666667,Neural network
NNet07,16,0.533333333333333,Neural network
NNet18,16,0.533333333333333,Neural network
PMARS3,16,0.533333333333333,PolyMARS
NNet15,15,0.5,Neural network
NNet19,15,0.5,Neural network
PMARS1,15,0.5,PolyMARS
RF01,15,0.5,Random forest
RF05,15,0.5,Random forest
RF13,15,0.5,Random forest
RF25,15,0.5,Random forest
NNet01,14,0.466666666666667,Neural network
NNet06,14,0.466666666666667,Neural network
NNet08,14,0.466666666666667,Neural network
NNet14,14,0.466666666666667,Neural network
NNet20,14,0.466666666666667,Neural network
PMARS2,14,0.466666666666667,PolyMARS
PMARS5,14,0.466666666666667,PolyMARS
RF02,14,0.466666666666667,Random forest
RF04,14,0.466666666666667,Random forest
RF11,14,0.466666666666667,Random forest
RF14,14,0.466666666666667,Random forest
RF19,14,0.466666666666667,Random forest
SVM4,14,0.466666666666667,Support vector regression
NNet04,13,0.433333333333333,Neural network
NNet05,13,0.433333333333333,Neural network
NNet09,13,0.433333333333333,Neural network
NNet11,13,0.433333333333333,Neural network
NNet22,13,0.433333333333333,Neural network
NNet24,13,0.433333333333333,Neural network
NNet28,13,0.433333333333333,Neural network
PMARS4,13,0.433333333333333,PolyMARS
RF03,13,0.433333333333333,Random forest
RF10,13,0.433333333333333,Random forest
RF16,13,0.433333333333333,Random forest
RF22,13,0.433333333333333,Random forest
RF26,13,0.433333333333333,Random forest
EN3,12,0.4,Penalized regression
NNet02,12,0.4,Neural network
NNet03,12,0.4,Neural network
NNet10,12,0.4,Neural network
NNet12,12,0.4,Neural network
NNet16,12,0.4,Neural network
NNet17,12,0.4,Neural network
NNet21,12,0.4,Neural network
NNet23,12,0.4,Neural network
NNet26,12,0.4,Neural network
NNet27,12,0.4,Neural network
NNet29,12,0.4,Neural network
RF06,12,0.4,Random forest
RF07,12,0.4,Random forest
RF12,12,0.4,Random forest
RF20,12,0.4,Random forest
RF23,12,0.4,Random forest
RF24,12,0.4,Random forest
RF27,12,0.4,Random forest
EN1,11,0.366666666666667,Penalized regression
EN2,11,0.366666666666667,Penalized regression
LASSO,11,0.366666666666667,Penalized regression
LOESS1,11,0.366666666666667,LOESS
LOESS2,11,0.366666666666667,LOESS
LOESS3,11,0.366666666666667,LOESS
LOESS4,11,0.366666666666667,LOESS
NNet25,11,0.366666666666667,Neural network
RF08,11,0.366666666666667,Random forest
RF09,11,0.366666666666667,Random forest
RF15,11,0.366666666666667,Random forest
RF17,11,0.366666666666667,Random forest
RF18,11,0.366666666666667,Random forest
RF21,11,0.366666666666667,Random forest
Ridge,11,0.366666666666667,Penalized regression
ScreenGLM,11,0.366666666666667,GLM
SVM1,11,0.366666666666667,Support vector regression
