lid,cnt_selected,P,lclass
SVM2,15,0.5,Support vector regression
SVM3,15,0.5,Support vector regression
EN1,13,0.433333333333333,Penalized regression
EN2,13,0.433333333333333,Penalized regression
EN3,13,0.433333333333333,Penalized regression
NNet13,13,0.433333333333333,Neural network
LASSO,12,0.4,Penalized regression
LOESS1,12,0.4,LOESS
LOESS2,12,0.4,LOESS
LOESS3,12,0.4,LOESS
LOESS4,12,0.4,LOESS
NNet03,12,0.4,Neural network
Ridge,12,0.4,Penalized regression
NNet07,11,0.366666666666667,Neural network
NNet10,11,0.366666666666667,Neural network
NNet15,11,0.366666666666667,Neural network
NNet23,11,0.366666666666667,Neural network
PMARS2,11,0.366666666666667,PolyMARS
PMARS3,11,0.366666666666667,PolyMARS
PMARS4,11,0.366666666666667,PolyMARS
RF07,11,0.366666666666667,Random forest
ScreenGLM,11,0.366666666666667,GLM
SVM4,11,0.366666666666667,Support vector regression
NNet02,10,0.333333333333333,Neural network
NNet06,10,0.333333333333333,Neural network
NNet11,10,0.333333333333333,Neural network
NNet14,10,0.333333333333333,Neural network
NNet17,10,0.333333333333333,Neural network
NNet19,10,0.333333333333333,Neural network
NNet20,10,0.333333333333333,Neural network
NNet24,10,0.333333333333333,Neural network
NNet28,10,0.333333333333333,Neural network
PMARS1,10,0.333333333333333,PolyMARS
PMARS5,10,0.333333333333333,PolyMARS
RF04,10,0.333333333333333,Random forest
RF08,10,0.333333333333333,Random forest
RF09,10,0.333333333333333,Random forest
RF16,10,0.333333333333333,Random forest
RF27,10,0.333333333333333,Random forest
SVM1,10,0.333333333333333,Support vector regression
NNet04,9,0.3,Neural network
NNet16,9,0.3,Neural network
NNet26,9,0.3,Neural network
NNet27,9,0.3,Neural network
NNet29,9,0.3,Neural network
NNet30,9,0.3,Neural network
RF01,9,0.3,Random forest
RF06,9,0.3,Random forest
RF13,9,0.3,Random forest
RF14,9,0.3,Random forest
RF15,9,0.3,Random forest
RF17,9,0.3,Random forest
RF18,9,0.3,Random forest
RF22,9,0.3,Random forest
RF23,9,0.3,Random forest
RF24,9,0.3,Random forest
RF25,9,0.3,Random forest
RF26,9,0.3,Random forest
NNet08,8,0.266666666666667,Neural network
NNet12,8,0.266666666666667,Neural network
RF05,8,0.266666666666667,Random forest
RF19,8,0.266666666666667,Random forest
RF20,8,0.266666666666667,Random forest
NNet01,7,0.233333333333333,Neural network
NNet05,7,0.233333333333333,Neural network
NNet09,7,0.233333333333333,Neural network
NNet18,7,0.233333333333333,Neural network
NNet21,7,0.233333333333333,Neural network
NNet22,7,0.233333333333333,Neural network
NNet25,7,0.233333333333333,Neural network
RF02,7,0.233333333333333,Random forest
RF03,7,0.233333333333333,Random forest
RF10,7,0.233333333333333,Random forest
RF12,7,0.233333333333333,Random forest
RF11,6,0.2,Random forest
RF21,6,0.2,Random forest
