lid,cnt_selected,P,lclass
SVM3,6,0.857142857142857,Support vector regression
SVM2,4,0.571428571428571,Support vector regression
SVM4,4,0.571428571428571,Support vector regression
LASSO,3,0.428571428571429,Penalized regression
PMARS1,2,0.285714285714286,PolyMARS
PMARS3,2,0.285714285714286,PolyMARS
PMARS4,2,0.285714285714286,PolyMARS
RF01,2,0.285714285714286,Random forest
RF02,2,0.285714285714286,Random forest
RF03,2,0.285714285714286,Random forest
RF07,2,0.285714285714286,Random forest
RF08,2,0.285714285714286,Random forest
RF11,2,0.285714285714286,Random forest
RF13,2,0.285714285714286,Random forest
RF17,2,0.285714285714286,Random forest
ScreenGLM,2,0.285714285714286,GLM
SVM1,2,0.285714285714286,Support vector regression
EN1,1,0.142857142857143,Penalized regression
EN2,1,0.142857142857143,Penalized regression
EN3,1,0.142857142857143,Penalized regression
PMARS2,1,0.142857142857143,PolyMARS
PMARS5,1,0.142857142857143,PolyMARS
RF04,1,0.142857142857143,Random forest
RF05,1,0.142857142857143,Random forest
RF06,1,0.142857142857143,Random forest
RF09,1,0.142857142857143,Random forest
RF10,1,0.142857142857143,Random forest
RF12,1,0.142857142857143,Random forest
RF14,1,0.142857142857143,Random forest
RF15,1,0.142857142857143,Random forest
RF16,1,0.142857142857143,Random forest
RF18,1,0.142857142857143,Random forest
RF19,1,0.142857142857143,Random forest
RF20,1,0.142857142857143,Random forest
RF21,1,0.142857142857143,Random forest
RF22,1,0.142857142857143,Random forest
RF23,1,0.142857142857143,Random forest
RF24,1,0.142857142857143,Random forest
RF25,1,0.142857142857143,Random forest
RF26,1,0.142857142857143,Random forest
RF27,1,0.142857142857143,Random forest
Ridge,1,0.142857142857143,Penalized regression
