lid,cnt_selected,P,lclass
SVM2,23,0.766666666666667,Support vector regression
SVM3,15,0.5,Support vector regression
LOESS1,11,0.366666666666667,LOESS
LOESS2,11,0.366666666666667,LOESS
LOESS3,11,0.366666666666667,LOESS
LOESS4,11,0.366666666666667,LOESS
NNet24,9,0.3,Neural network
NNet26,9,0.3,Neural network
RF01,9,0.3,Random forest
NNet10,8,0.266666666666667,Neural network
NNet30,8,0.266666666666667,Neural network
NNet03,7,0.233333333333333,Neural network
PMARS5,7,0.233333333333333,PolyMARS
RF09,7,0.233333333333333,Random forest
NNet02,6,0.2,Neural network
NNet05,6,0.2,Neural network
NNet11,6,0.2,Neural network
NNet12,6,0.2,Neural network
NNet21,6,0.2,Neural network
PMARS3,6,0.2,PolyMARS
RF07,6,0.2,Random forest
RF08,6,0.2,Random forest
Ridge,6,0.2,Penalized regression
SVM4,6,0.2,Support vector regression
NNet01,5,0.166666666666667,Neural network
NNet06,5,0.166666666666667,Neural network
NNet13,5,0.166666666666667,Neural network
NNet17,5,0.166666666666667,Neural network
NNet20,5,0.166666666666667,Neural network
NNet22,5,0.166666666666667,Neural network
NNet28,5,0.166666666666667,Neural network
PMARS2,5,0.166666666666667,PolyMARS
RF02,5,0.166666666666667,Random forest
RF05,5,0.166666666666667,Random forest
LASSO,4,0.133333333333333,Penalized regression
NNet04,4,0.133333333333333,Neural network
NNet09,4,0.133333333333333,Neural network
NNet15,4,0.133333333333333,Neural network
NNet23,4,0.133333333333333,Neural network
NNet25,4,0.133333333333333,Neural network
PMARS1,4,0.133333333333333,PolyMARS
PMARS4,4,0.133333333333333,PolyMARS
RF03,4,0.133333333333333,Random forest
RF04,4,0.133333333333333,Random forest
RF06,4,0.133333333333333,Random forest
RF17,4,0.133333333333333,Random forest
ScreenGLM,4,0.133333333333333,GLM
EN3,3,0.1,Penalized regression
NNet08,3,0.1,Neural network
NNet14,3,0.1,Neural network
NNet16,3,0.1,Neural network
NNet27,3,0.1,Neural network
NNet29,3,0.1,Neural network
RF16,3,0.1,Random forest
EN1,2,0.0666666666666667,Penalized regression
NNet07,2,0.0666666666666667,Neural network
NNet18,2,0.0666666666666667,Neural network
NNet19,2,0.0666666666666667,Neural network
RF13,2,0.0666666666666667,Random forest
RF14,2,0.0666666666666667,Random forest
RF20,2,0.0666666666666667,Random forest
RF25,2,0.0666666666666667,Random forest
SVM1,2,0.0666666666666667,Support vector regression
EN2,1,0.0333333333333333,Penalized regression
RF10,1,0.0333333333333333,Random forest
RF11,1,0.0333333333333333,Random forest
RF12,1,0.0333333333333333,Random forest
RF15,1,0.0333333333333333,Random forest
RF18,1,0.0333333333333333,Random forest
RF19,1,0.0333333333333333,Random forest
RF21,1,0.0333333333333333,Random forest
RF22,1,0.0333333333333333,Random forest
RF23,1,0.0333333333333333,Random forest
RF24,1,0.0333333333333333,Random forest
RF26,1,0.0333333333333333,Random forest
RF27,1,0.0333333333333333,Random forest
