lid,cnt_selected,P,lclass
SVM3,18,0.6,Support vector regression
SVM2,16,0.533333333333333,Support vector regression
LOESS1,9,0.3,LOESS
LOESS2,9,0.3,LOESS
LOESS3,9,0.3,LOESS
LOESS4,9,0.3,LOESS
ScreenGLM,9,0.3,GLM
NNet18,8,0.266666666666667,Neural network
RF05,8,0.266666666666667,Random forest
NNet06,7,0.233333333333333,Neural network
NNet21,7,0.233333333333333,Neural network
NNet27,7,0.233333333333333,Neural network
PMARS1,7,0.233333333333333,PolyMARS
RF07,7,0.233333333333333,Random forest
NNet07,6,0.2,Neural network
NNet08,6,0.2,Neural network
NNet22,6,0.2,Neural network
NNet30,6,0.2,Neural network
PMARS2,6,0.2,PolyMARS
RF01,6,0.2,Random forest
RF06,6,0.2,Random forest
SVM4,6,0.2,Support vector regression
NNet03,5,0.166666666666667,Neural network
NNet05,5,0.166666666666667,Neural network
NNet10,5,0.166666666666667,Neural network
NNet13,5,0.166666666666667,Neural network
NNet14,5,0.166666666666667,Neural network
NNet17,5,0.166666666666667,Neural network
NNet20,5,0.166666666666667,Neural network
NNet29,5,0.166666666666667,Neural network
PMARS4,5,0.166666666666667,PolyMARS
RF04,5,0.166666666666667,Random forest
NNet11,4,0.133333333333333,Neural network
NNet24,4,0.133333333333333,Neural network
NNet25,4,0.133333333333333,Neural network
RF02,4,0.133333333333333,Random forest
RF10,4,0.133333333333333,Random forest
RF14,4,0.133333333333333,Random forest
LASSO,3,0.1,Penalized regression
NNet01,3,0.1,Neural network
NNet02,3,0.1,Neural network
NNet12,3,0.1,Neural network
NNet16,3,0.1,Neural network
PMARS3,3,0.1,PolyMARS
PMARS5,3,0.1,PolyMARS
RF03,3,0.1,Random forest
RF08,3,0.1,Random forest
RF23,3,0.1,Random forest
EN1,2,0.0666666666666667,Penalized regression
EN2,2,0.0666666666666667,Penalized regression
NNet04,2,0.0666666666666667,Neural network
NNet09,2,0.0666666666666667,Neural network
NNet19,2,0.0666666666666667,Neural network
NNet23,2,0.0666666666666667,Neural network
NNet26,2,0.0666666666666667,Neural network
NNet28,2,0.0666666666666667,Neural network
RF09,2,0.0666666666666667,Random forest
RF13,2,0.0666666666666667,Random forest
RF16,2,0.0666666666666667,Random forest
RF17,2,0.0666666666666667,Random forest
RF19,2,0.0666666666666667,Random forest
RF22,2,0.0666666666666667,Random forest
RF25,2,0.0666666666666667,Random forest
RF27,2,0.0666666666666667,Random forest
SVM1,2,0.0666666666666667,Support vector regression
EN3,1,0.0333333333333333,Penalized regression
NNet15,1,0.0333333333333333,Neural network
RF11,1,0.0333333333333333,Random forest
RF12,1,0.0333333333333333,Random forest
RF15,1,0.0333333333333333,Random forest
RF18,1,0.0333333333333333,Random forest
RF20,1,0.0333333333333333,Random forest
RF21,1,0.0333333333333333,Random forest
RF24,1,0.0333333333333333,Random forest
RF26,1,0.0333333333333333,Random forest
Ridge,1,0.0333333333333333,Penalized regression
