lid,cnt_selected,P,lclass
SVM1,22,0.733333333333333,Support vector regression
SVM3,21,0.7,Support vector regression
SVM4,20,0.666666666666667,Support vector regression
SVM2,18,0.6,Support vector regression
LOESS1,14,0.466666666666667,LOESS
LOESS2,14,0.466666666666667,LOESS
LOESS3,14,0.466666666666667,LOESS
LOESS4,14,0.466666666666667,LOESS
RF02,13,0.433333333333333,Random forest
NNet27,12,0.4,Neural network
NNet11,11,0.366666666666667,Neural network
RF01,11,0.366666666666667,Random forest
NNet22,10,0.333333333333333,Neural network
NNet24,10,0.333333333333333,Neural network
PMARS1,10,0.333333333333333,PolyMARS
PMARS5,10,0.333333333333333,PolyMARS
RF05,10,0.333333333333333,Random forest
NNet05,9,0.3,Neural network
NNet06,9,0.3,Neural network
NNet08,9,0.3,Neural network
NNet12,9,0.3,Neural network
NNet13,9,0.3,Neural network
NNet14,9,0.3,Neural network
NNet15,9,0.3,Neural network
NNet16,9,0.3,Neural network
NNet23,9,0.3,Neural network
NNet28,9,0.3,Neural network
NNet29,9,0.3,Neural network
PMARS2,9,0.3,PolyMARS
RF03,9,0.3,Random forest
RF04,9,0.3,Random forest
RF07,9,0.3,Random forest
RF08,9,0.3,Random forest
RF09,9,0.3,Random forest
RF17,9,0.3,Random forest
RF19,9,0.3,Random forest
RF22,9,0.3,Random forest
NNet01,8,0.266666666666667,Neural network
NNet02,8,0.266666666666667,Neural network
NNet04,8,0.266666666666667,Neural network
NNet07,8,0.266666666666667,Neural network
NNet10,8,0.266666666666667,Neural network
NNet20,8,0.266666666666667,Neural network
NNet25,8,0.266666666666667,Neural network
NNet26,8,0.266666666666667,Neural network
NNet30,8,0.266666666666667,Neural network
RF10,8,0.266666666666667,Random forest
RF12,8,0.266666666666667,Random forest
RF16,8,0.266666666666667,Random forest
RF25,8,0.266666666666667,Random forest
RF26,8,0.266666666666667,Random forest
EN3,7,0.233333333333333,Penalized regression
NNet09,7,0.233333333333333,Neural network
NNet19,7,0.233333333333333,Neural network
PMARS3,7,0.233333333333333,PolyMARS
PMARS4,7,0.233333333333333,PolyMARS
RF06,7,0.233333333333333,Random forest
RF11,7,0.233333333333333,Random forest
RF13,7,0.233333333333333,Random forest
RF14,7,0.233333333333333,Random forest
RF18,7,0.233333333333333,Random forest
RF20,7,0.233333333333333,Random forest
RF21,7,0.233333333333333,Random forest
RF27,7,0.233333333333333,Random forest
EN1,6,0.2,Penalized regression
EN2,6,0.2,Penalized regression
LASSO,6,0.2,Penalized regression
NNet03,6,0.2,Neural network
NNet17,6,0.2,Neural network
NNet18,6,0.2,Neural network
NNet21,6,0.2,Neural network
RF15,6,0.2,Random forest
RF23,6,0.2,Random forest
RF24,6,0.2,Random forest
Ridge,6,0.2,Penalized regression
ScreenGLM,6,0.2,GLM
