lid,cnt_selected,P,lclass
SVM3,6,0.857142857142857,Support vector regression
LOESS1,5,0.714285714285714,LOESS
LOESS2,5,0.714285714285714,LOESS
LOESS3,5,0.714285714285714,LOESS
LOESS4,5,0.714285714285714,LOESS
SVM2,5,0.714285714285714,Support vector regression
SVM4,4,0.571428571428571,Support vector regression
NNet11,3,0.428571428571429,Neural network
NNet19,3,0.428571428571429,Neural network
NNet29,3,0.428571428571429,Neural network
PMARS5,3,0.428571428571429,PolyMARS
RF06,3,0.428571428571429,Random forest
RF07,3,0.428571428571429,Random forest
NNet01,2,0.285714285714286,Neural network
NNet05,2,0.285714285714286,Neural network
NNet10,2,0.285714285714286,Neural network
NNet12,2,0.285714285714286,Neural network
NNet20,2,0.285714285714286,Neural network
NNet24,2,0.285714285714286,Neural network
NNet25,2,0.285714285714286,Neural network
NNet27,2,0.285714285714286,Neural network
RF01,2,0.285714285714286,Random forest
RF02,2,0.285714285714286,Random forest
RF03,2,0.285714285714286,Random forest
RF04,2,0.285714285714286,Random forest
RF05,2,0.285714285714286,Random forest
RF08,2,0.285714285714286,Random forest
RF11,2,0.285714285714286,Random forest
Ridge,2,0.285714285714286,Penalized regression
ScreenGLM,2,0.285714285714286,GLM
SVM1,2,0.285714285714286,Support vector regression
EN1,1,0.142857142857143,Penalized regression
EN2,1,0.142857142857143,Penalized regression
EN3,1,0.142857142857143,Penalized regression
LASSO,1,0.142857142857143,Penalized regression
NNet02,1,0.142857142857143,Neural network
NNet03,1,0.142857142857143,Neural network
NNet04,1,0.142857142857143,Neural network
NNet06,1,0.142857142857143,Neural network
NNet07,1,0.142857142857143,Neural network
NNet08,1,0.142857142857143,Neural network
NNet09,1,0.142857142857143,Neural network
NNet13,1,0.142857142857143,Neural network
NNet14,1,0.142857142857143,Neural network
NNet15,1,0.142857142857143,Neural network
NNet16,1,0.142857142857143,Neural network
NNet17,1,0.142857142857143,Neural network
NNet18,1,0.142857142857143,Neural network
NNet21,1,0.142857142857143,Neural network
NNet22,1,0.142857142857143,Neural network
NNet23,1,0.142857142857143,Neural network
NNet26,1,0.142857142857143,Neural network
NNet28,1,0.142857142857143,Neural network
NNet30,1,0.142857142857143,Neural network
PMARS1,1,0.142857142857143,PolyMARS
PMARS2,1,0.142857142857143,PolyMARS
PMARS3,1,0.142857142857143,PolyMARS
PMARS4,1,0.142857142857143,PolyMARS
RF09,1,0.142857142857143,Random forest
RF10,1,0.142857142857143,Random forest
RF12,1,0.142857142857143,Random forest
RF13,1,0.142857142857143,Random forest
RF14,1,0.142857142857143,Random forest
RF15,1,0.142857142857143,Random forest
RF16,1,0.142857142857143,Random forest
RF17,1,0.142857142857143,Random forest
RF18,1,0.142857142857143,Random forest
RF19,1,0.142857142857143,Random forest
RF20,1,0.142857142857143,Random forest
RF21,1,0.142857142857143,Random forest
RF22,1,0.142857142857143,Random forest
RF23,1,0.142857142857143,Random forest
RF24,1,0.142857142857143,Random forest
RF25,1,0.142857142857143,Random forest
RF26,1,0.142857142857143,Random forest
RF27,1,0.142857142857143,Random forest
