lid,cnt_selected,P,lclass
EN3,13,0.433333333333333,Penalized regression
EN1,12,0.4,Penalized regression
RF01,12,0.4,Random forest
RF02,12,0.4,Random forest
EN2,11,0.366666666666667,Penalized regression
RF08,11,0.366666666666667,Random forest
RF04,10,0.333333333333333,Random forest
RF07,10,0.333333333333333,Random forest
RF14,10,0.333333333333333,Random forest
RF03,9,0.3,Random forest
RF05,9,0.3,Random forest
RF09,9,0.3,Random forest
RF11,9,0.3,Random forest
RF12,9,0.3,Random forest
RF13,9,0.3,Random forest
RF16,9,0.3,Random forest
RF18,9,0.3,Random forest
RF19,9,0.3,Random forest
RF06,8,0.266666666666667,Random forest
RF10,8,0.266666666666667,Random forest
RF21,8,0.266666666666667,Random forest
RF22,8,0.266666666666667,Random forest
RF25,8,0.266666666666667,Random forest
RF26,8,0.266666666666667,Random forest
RF27,8,0.266666666666667,Random forest
RF15,7,0.233333333333333,Random forest
RF17,7,0.233333333333333,Random forest
RF20,7,0.233333333333333,Random forest
RF23,7,0.233333333333333,Random forest
RF24,7,0.233333333333333,Random forest
