lid,cnt_selected,P,lclass
ScreenGLM,5,0.714285714285714,GLM
SVM2,4,0.571428571428571,Support vector regression
SVM3,4,0.571428571428571,Support vector regression
RF07,3,0.428571428571429,Random forest
RF16,3,0.428571428571429,Random forest
SVM4,3,0.428571428571429,Support vector regression
EN2,2,0.285714285714286,Penalized regression
PMARS3,2,0.285714285714286,PolyMARS
PMARS4,2,0.285714285714286,PolyMARS
RF01,2,0.285714285714286,Random forest
RF04,2,0.285714285714286,Random forest
RF05,2,0.285714285714286,Random forest
RF08,2,0.285714285714286,Random forest
RF19,2,0.285714285714286,Random forest
Ridge,2,0.285714285714286,Penalized regression
EN1,1,0.142857142857143,Penalized regression
EN3,1,0.142857142857143,Penalized regression
LASSO,1,0.142857142857143,Penalized regression
PMARS1,1,0.142857142857143,PolyMARS
PMARS2,1,0.142857142857143,PolyMARS
PMARS5,1,0.142857142857143,PolyMARS
RF02,1,0.142857142857143,Random forest
RF03,1,0.142857142857143,Random forest
RF06,1,0.142857142857143,Random forest
RF09,1,0.142857142857143,Random forest
RF10,1,0.142857142857143,Random forest
RF11,1,0.142857142857143,Random forest
RF12,1,0.142857142857143,Random forest
RF13,1,0.142857142857143,Random forest
RF14,1,0.142857142857143,Random forest
RF15,1,0.142857142857143,Random forest
RF17,1,0.142857142857143,Random forest
RF18,1,0.142857142857143,Random forest
RF20,1,0.142857142857143,Random forest
RF21,1,0.142857142857143,Random forest
RF22,1,0.142857142857143,Random forest
RF23,1,0.142857142857143,Random forest
RF24,1,0.142857142857143,Random forest
RF25,1,0.142857142857143,Random forest
RF26,1,0.142857142857143,Random forest
RF27,1,0.142857142857143,Random forest
SVM1,1,0.142857142857143,Support vector regression
