lid,cnt_selected,P,lclass
SVM1,23,0.766666666666667,Support vector regression
SVM2,20,0.666666666666667,Support vector regression
SVM3,18,0.6,Support vector regression
SVM4,18,0.6,Support vector regression
LOESS1,14,0.466666666666667,LOESS
LOESS2,14,0.466666666666667,LOESS
LOESS3,14,0.466666666666667,LOESS
LOESS4,14,0.466666666666667,LOESS
PMARS2,14,0.466666666666667,PolyMARS
NNet04,13,0.433333333333333,Neural network
RF09,12,0.4,Random forest
RF19,12,0.4,Random forest
NNet12,11,0.366666666666667,Neural network
NNet14,11,0.366666666666667,Neural network
PMARS5,11,0.366666666666667,PolyMARS
RF02,11,0.366666666666667,Random forest
NNet02,10,0.333333333333333,Neural network
NNet17,10,0.333333333333333,Neural network
NNet18,10,0.333333333333333,Neural network
NNet23,10,0.333333333333333,Neural network
NNet25,10,0.333333333333333,Neural network
NNet26,10,0.333333333333333,Neural network
PMARS1,10,0.333333333333333,PolyMARS
PMARS3,10,0.333333333333333,PolyMARS
RF04,10,0.333333333333333,Random forest
RF20,10,0.333333333333333,Random forest
RF25,10,0.333333333333333,Random forest
NNet10,9,0.3,Neural network
NNet11,9,0.3,Neural network
NNet13,9,0.3,Neural network
NNet19,9,0.3,Neural network
NNet28,9,0.3,Neural network
PMARS4,9,0.3,PolyMARS
RF01,9,0.3,Random forest
RF03,9,0.3,Random forest
RF07,9,0.3,Random forest
RF08,9,0.3,Random forest
NNet08,8,0.266666666666667,Neural network
NNet09,8,0.266666666666667,Neural network
NNet15,8,0.266666666666667,Neural network
NNet16,8,0.266666666666667,Neural network
NNet22,8,0.266666666666667,Neural network
NNet24,8,0.266666666666667,Neural network
NNet27,8,0.266666666666667,Neural network
NNet30,8,0.266666666666667,Neural network
RF06,8,0.266666666666667,Random forest
RF26,8,0.266666666666667,Random forest
NNet03,7,0.233333333333333,Neural network
NNet06,7,0.233333333333333,Neural network
NNet07,7,0.233333333333333,Neural network
NNet20,7,0.233333333333333,Neural network
NNet21,7,0.233333333333333,Neural network
RF05,7,0.233333333333333,Random forest
RF10,7,0.233333333333333,Random forest
RF11,7,0.233333333333333,Random forest
RF14,7,0.233333333333333,Random forest
RF16,7,0.233333333333333,Random forest
RF17,7,0.233333333333333,Random forest
RF18,7,0.233333333333333,Random forest
RF22,7,0.233333333333333,Random forest
RF23,7,0.233333333333333,Random forest
RF27,7,0.233333333333333,Random forest
EN1,6,0.2,Penalized regression
EN2,6,0.2,Penalized regression
EN3,6,0.2,Penalized regression
LASSO,6,0.2,Penalized regression
NNet01,6,0.2,Neural network
NNet05,6,0.2,Neural network
NNet29,6,0.2,Neural network
RF12,6,0.2,Random forest
RF13,6,0.2,Random forest
RF15,6,0.2,Random forest
RF21,6,0.2,Random forest
RF24,6,0.2,Random forest
Ridge,6,0.2,Penalized regression
ScreenGLM,6,0.2,GLM
