lid,cnt_selected,P,lclass
EN3,18,0.6,Penalized regression
EN1,13,0.433333333333333,Penalized regression
RF07,12,0.4,Random forest
RF01,11,0.366666666666667,Random forest
RF04,11,0.366666666666667,Random forest
EN2,10,0.333333333333333,Penalized regression
RF05,9,0.3,Random forest
RF06,9,0.3,Random forest
RF08,9,0.3,Random forest
RF02,8,0.266666666666667,Random forest
RF13,8,0.266666666666667,Random forest
RF09,7,0.233333333333333,Random forest
RF16,7,0.233333333333333,Random forest
RF22,7,0.233333333333333,Random forest
RF03,6,0.2,Random forest
RF17,6,0.2,Random forest
RF19,6,0.2,Random forest
RF26,6,0.2,Random forest
RF10,5,0.166666666666667,Random forest
RF11,5,0.166666666666667,Random forest
RF12,5,0.166666666666667,Random forest
RF14,5,0.166666666666667,Random forest
RF15,5,0.166666666666667,Random forest
RF18,5,0.166666666666667,Random forest
RF20,5,0.166666666666667,Random forest
RF21,5,0.166666666666667,Random forest
RF23,5,0.166666666666667,Random forest
RF24,5,0.166666666666667,Random forest
RF25,5,0.166666666666667,Random forest
RF27,5,0.166666666666667,Random forest
