lid,cnt_selected,P,lclass
PMARS3,4,0.571428571428571,PolyMARS
PMARS4,4,0.571428571428571,PolyMARS
PMARS5,4,0.571428571428571,PolyMARS
SVM2,3,0.428571428571429,Support vector regression
NNet15,2,0.285714285714286,Neural network
NNet16,2,0.285714285714286,Neural network
NNet17,2,0.285714285714286,Neural network
NNet19,2,0.285714285714286,Neural network
NNet30,2,0.285714285714286,Neural network
PMARS2,2,0.285714285714286,PolyMARS
EN3,1,0.142857142857143,Penalized regression
NNet01,1,0.142857142857143,Neural network
NNet03,1,0.142857142857143,Neural network
NNet04,1,0.142857142857143,Neural network
NNet05,1,0.142857142857143,Neural network
NNet06,1,0.142857142857143,Neural network
NNet07,1,0.142857142857143,Neural network
NNet08,1,0.142857142857143,Neural network
NNet09,1,0.142857142857143,Neural network
NNet11,1,0.142857142857143,Neural network
NNet13,1,0.142857142857143,Neural network
NNet20,1,0.142857142857143,Neural network
NNet23,1,0.142857142857143,Neural network
NNet24,1,0.142857142857143,Neural network
NNet27,1,0.142857142857143,Neural network
NNet28,1,0.142857142857143,Neural network
EN1,0,0,Penalized regression
EN2,0,0,Penalized regression
LASSO,0,0,Penalized regression
LOESS1,0,0,LOESS
LOESS2,0,0,LOESS
LOESS3,0,0,LOESS
LOESS4,0,0,LOESS
NNet02,0,0,Neural network
NNet10,0,0,Neural network
NNet12,0,0,Neural network
NNet14,0,0,Neural network
NNet18,0,0,Neural network
NNet21,0,0,Neural network
NNet22,0,0,Neural network
NNet25,0,0,Neural network
NNet26,0,0,Neural network
NNet29,0,0,Neural network
PMARS1,0,0,PolyMARS
RF01,0,0,Random forest
RF02,0,0,Random forest
RF03,0,0,Random forest
RF04,0,0,Random forest
RF05,0,0,Random forest
RF06,0,0,Random forest
RF07,0,0,Random forest
RF08,0,0,Random forest
RF09,0,0,Random forest
RF10,0,0,Random forest
RF11,0,0,Random forest
RF12,0,0,Random forest
RF13,0,0,Random forest
RF14,0,0,Random forest
RF15,0,0,Random forest
RF16,0,0,Random forest
RF17,0,0,Random forest
RF18,0,0,Random forest
RF19,0,0,Random forest
RF20,0,0,Random forest
RF21,0,0,Random forest
RF22,0,0,Random forest
RF23,0,0,Random forest
RF24,0,0,Random forest
RF25,0,0,Random forest
RF26,0,0,Random forest
RF27,0,0,Random forest
Ridge,0,0,Penalized regression
ScreenGLM,0,0,GLM
SVM1,0,0,Support vector regression
SVM3,0,0,Support vector regression
SVM4,0,0,Support vector regression
