lid,cnt_selected,P,lclass
EN3,13,0.433333333333333,Penalized regression
EN1,10,0.333333333333333,Penalized regression
RF07,10,0.333333333333333,Random forest
EN2,8,0.266666666666667,Penalized regression
RF01,7,0.233333333333333,Random forest
RF08,7,0.233333333333333,Random forest
RF04,6,0.2,Random forest
RF09,6,0.2,Random forest
RF02,5,0.166666666666667,Random forest
RF16,5,0.166666666666667,Random forest
RF22,5,0.166666666666667,Random forest
RF23,5,0.166666666666667,Random forest
RF25,5,0.166666666666667,Random forest
RF10,4,0.133333333333333,Random forest
RF19,4,0.133333333333333,Random forest
RF21,4,0.133333333333333,Random forest
RF20,3,0.1,Random forest
RF26,3,0.1,Random forest
RF27,3,0.1,Random forest
RF03,2,0.0666666666666667,Random forest
RF05,2,0.0666666666666667,Random forest
RF06,2,0.0666666666666667,Random forest
RF11,2,0.0666666666666667,Random forest
RF12,2,0.0666666666666667,Random forest
RF13,2,0.0666666666666667,Random forest
RF14,2,0.0666666666666667,Random forest
RF15,2,0.0666666666666667,Random forest
RF17,2,0.0666666666666667,Random forest
RF18,2,0.0666666666666667,Random forest
RF24,2,0.0666666666666667,Random forest
