lid,cnt_selected,P,lclass
EN1,14,0.466666666666667,Penalized regression
EN3,12,0.4,Penalized regression
RF09,11,0.366666666666667,Random forest
RF07,10,0.333333333333333,Random forest
RF25,10,0.333333333333333,Random forest
EN2,9,0.3,Penalized regression
RF22,9,0.3,Random forest
RF26,9,0.3,Random forest
RF08,8,0.266666666666667,Random forest
RF19,8,0.266666666666667,Random forest
RF01,7,0.233333333333333,Random forest
RF04,7,0.233333333333333,Random forest
RF13,7,0.233333333333333,Random forest
RF17,7,0.233333333333333,Random forest
RF02,6,0.2,Random forest
RF05,6,0.2,Random forest
RF06,6,0.2,Random forest
RF10,6,0.2,Random forest
RF16,6,0.2,Random forest
RF20,6,0.2,Random forest
RF21,6,0.2,Random forest
RF24,6,0.2,Random forest
RF27,6,0.2,Random forest
RF03,5,0.166666666666667,Random forest
RF11,5,0.166666666666667,Random forest
RF12,5,0.166666666666667,Random forest
RF14,5,0.166666666666667,Random forest
RF15,5,0.166666666666667,Random forest
RF18,5,0.166666666666667,Random forest
RF23,5,0.166666666666667,Random forest
