lid,cnt_selected,P,lclass
SVM2,24,0.8,Support vector regression
LOESS1,22,0.733333333333333,LOESS
LOESS2,22,0.733333333333333,LOESS
LOESS3,22,0.733333333333333,LOESS
LOESS4,22,0.733333333333333,LOESS
ScreenGLM,20,0.666666666666667,GLM
PMARS4,19,0.633333333333333,PolyMARS
PMARS5,19,0.633333333333333,PolyMARS
NNet06,18,0.6,Neural network
NNet20,18,0.6,Neural network
NNet24,18,0.6,Neural network
NNet28,18,0.6,Neural network
NNet29,18,0.6,Neural network
NNet01,17,0.566666666666667,Neural network
NNet14,17,0.566666666666667,Neural network
NNet16,17,0.566666666666667,Neural network
NNet19,17,0.566666666666667,Neural network
NNet21,17,0.566666666666667,Neural network
NNet27,17,0.566666666666667,Neural network
NNet08,16,0.533333333333333,Neural network
NNet15,16,0.533333333333333,Neural network
NNet18,16,0.533333333333333,Neural network
NNet22,16,0.533333333333333,Neural network
NNet23,16,0.533333333333333,Neural network
NNet25,16,0.533333333333333,Neural network
NNet02,15,0.5,Neural network
NNet04,15,0.5,Neural network
NNet05,15,0.5,Neural network
NNet07,15,0.5,Neural network
NNet09,15,0.5,Neural network
NNet10,15,0.5,Neural network
NNet11,15,0.5,Neural network
NNet12,15,0.5,Neural network
NNet13,15,0.5,Neural network
NNet17,15,0.5,Neural network
NNet26,15,0.5,Neural network
PMARS2,15,0.5,PolyMARS
RF13,15,0.5,Random forest
NNet30,14,0.466666666666667,Neural network
RF05,14,0.466666666666667,Random forest
RF07,14,0.466666666666667,Random forest
RF08,14,0.466666666666667,Random forest
RF09,14,0.466666666666667,Random forest
RF16,14,0.466666666666667,Random forest
RF17,14,0.466666666666667,Random forest
RF18,14,0.466666666666667,Random forest
RF23,14,0.466666666666667,Random forest
RF25,14,0.466666666666667,Random forest
RF26,14,0.466666666666667,Random forest
RF27,14,0.466666666666667,Random forest
NNet03,13,0.433333333333333,Neural network
PMARS1,13,0.433333333333333,PolyMARS
RF01,13,0.433333333333333,Random forest
RF02,13,0.433333333333333,Random forest
RF03,13,0.433333333333333,Random forest
RF04,13,0.433333333333333,Random forest
RF06,13,0.433333333333333,Random forest
RF10,13,0.433333333333333,Random forest
RF11,13,0.433333333333333,Random forest
RF12,13,0.433333333333333,Random forest
RF14,13,0.433333333333333,Random forest
RF15,13,0.433333333333333,Random forest
RF19,13,0.433333333333333,Random forest
RF20,13,0.433333333333333,Random forest
RF21,13,0.433333333333333,Random forest
RF22,13,0.433333333333333,Random forest
RF24,13,0.433333333333333,Random forest
EN1,12,0.4,Penalized regression
EN2,12,0.4,Penalized regression
Ridge,12,0.4,Penalized regression
SVM4,12,0.4,Support vector regression
EN3,11,0.366666666666667,Penalized regression
LASSO,11,0.366666666666667,Penalized regression
PMARS3,11,0.366666666666667,PolyMARS
SVM1,11,0.366666666666667,Support vector regression
SVM3,10,0.333333333333333,Support vector regression
