lid,cnt_selected,P,lclass
EN1,11,0.366666666666667,Penalized regression
RF04,11,0.366666666666667,Random forest
RF09,10,0.333333333333333,Random forest
EN3,9,0.3,Penalized regression
RF07,9,0.3,Random forest
RF08,9,0.3,Random forest
RF16,8,0.266666666666667,Random forest
EN2,7,0.233333333333333,Penalized regression
RF01,7,0.233333333333333,Random forest
RF03,7,0.233333333333333,Random forest
RF05,7,0.233333333333333,Random forest
RF02,6,0.2,Random forest
RF25,6,0.2,Random forest
RF27,6,0.2,Random forest
RF06,5,0.166666666666667,Random forest
RF10,5,0.166666666666667,Random forest
RF17,5,0.166666666666667,Random forest
RF26,5,0.166666666666667,Random forest
RF13,4,0.133333333333333,Random forest
RF14,4,0.133333333333333,Random forest
RF22,4,0.133333333333333,Random forest
RF24,4,0.133333333333333,Random forest
RF11,3,0.1,Random forest
RF12,3,0.1,Random forest
RF15,3,0.1,Random forest
RF18,3,0.1,Random forest
RF19,3,0.1,Random forest
RF20,3,0.1,Random forest
RF21,3,0.1,Random forest
RF23,3,0.1,Random forest
