lid,cnt_selected,P,lclass
LOESS1,26,0.866666666666667,LOESS
LOESS2,26,0.866666666666667,LOESS
LOESS3,26,0.866666666666667,LOESS
LOESS4,26,0.866666666666667,LOESS
NNet2,18,0.6,Neural network
NNet19,17,0.566666666666667,Neural network
NNet20,17,0.566666666666667,Neural network
GAM1,17,0.566666666666667,GAM
NNet1,16,0.533333333333333,Neural network
NNet4,16,0.533333333333333,Neural network
NNet8,16,0.533333333333333,Neural network
NNet9,16,0.533333333333333,Neural network
NNet10,16,0.533333333333333,Neural network
SVM3,16,0.533333333333333,Support vector regression
NNet16,15,0.5,Neural network
NNet26,15,0.5,Neural network
NNet29,15,0.5,Neural network
GAM2,15,0.5,GAM
EN1,14,0.466666666666667,Penalized regression
EN2,14,0.466666666666667,Penalized regression
EN3,14,0.466666666666667,Penalized regression
LASSO,14,0.466666666666667,Penalized regression
Mean,14,0.466666666666667,Mean of prediction target
NNet5,14,0.466666666666667,Neural network
NNet6,14,0.466666666666667,Neural network
NNet17,14,0.466666666666667,Neural network
NNet24,14,0.466666666666667,Neural network
NNet25,14,0.466666666666667,Neural network
NNet28,14,0.466666666666667,Neural network
GAM3,14,0.466666666666667,GAM
NNet7,13,0.433333333333333,Neural network
NNet11,13,0.433333333333333,Neural network
NNet15,13,0.433333333333333,Neural network
NNet22,13,0.433333333333333,Neural network
NNet23,13,0.433333333333333,Neural network
PMARS1,13,0.433333333333333,PolyMARS
PMARS3,13,0.433333333333333,PolyMARS
Ridge,13,0.433333333333333,Penalized regression
ScreenGLM,13,0.433333333333333,GLM
SVM1,13,0.433333333333333,Support vector regression
SVM2,13,0.433333333333333,Support vector regression
NNet3,12,0.4,Neural network
NNet12,12,0.4,Neural network
NNet18,12,0.4,Neural network
NNet21,12,0.4,Neural network
PMARS2,12,0.4,PolyMARS
RF19,12,0.4,Random forest
NNet14,11,0.366666666666667,Neural network
NNet27,11,0.366666666666667,Neural network
NNet30,11,0.366666666666667,Neural network
RF1,11,0.366666666666667,Random forest
RF2,11,0.366666666666667,Random forest
RF3,11,0.366666666666667,Random forest
RF4,11,0.366666666666667,Random forest
RF5,11,0.366666666666667,Random forest
RF6,11,0.366666666666667,Random forest
RF8,11,0.366666666666667,Random forest
RF9,11,0.366666666666667,Random forest
RF10,11,0.366666666666667,Random forest
RF11,11,0.366666666666667,Random forest
RF12,11,0.366666666666667,Random forest
RF13,11,0.366666666666667,Random forest
RF14,11,0.366666666666667,Random forest
RF15,11,0.366666666666667,Random forest
RF16,11,0.366666666666667,Random forest
RF17,11,0.366666666666667,Random forest
RF18,11,0.366666666666667,Random forest
RF20,11,0.366666666666667,Random forest
RF21,11,0.366666666666667,Random forest
RF22,11,0.366666666666667,Random forest
RF23,11,0.366666666666667,Random forest
RF24,11,0.366666666666667,Random forest
RF25,11,0.366666666666667,Random forest
RF27,11,0.366666666666667,Random forest
NNet13,10,0.333333333333333,Neural network
RF7,10,0.333333333333333,Random forest
RF26,10,0.333333333333333,Random forest
SVM4,10,0.333333333333333,Support vector regression
PMARS4,9,0.3,PolyMARS
PMARS5,9,0.3,PolyMARS
