lid,cnt_selected,P,lclass
ScreenGLM,5,0.714285714285714,GLM
LOESS1,4,0.571428571428571,LOESS
LOESS2,4,0.571428571428571,LOESS
LOESS3,4,0.571428571428571,LOESS
LOESS4,4,0.571428571428571,LOESS
NNet01,4,0.571428571428571,Neural network
SVM2,4,0.571428571428571,Support vector regression
SVM3,4,0.571428571428571,Support vector regression
NNet03,3,0.428571428571429,Neural network
NNet06,3,0.428571428571429,Neural network
NNet20,3,0.428571428571429,Neural network
NNet22,3,0.428571428571429,Neural network
RF07,3,0.428571428571429,Random forest
RF16,3,0.428571428571429,Random forest
SVM4,3,0.428571428571429,Support vector regression
EN2,2,0.285714285714286,Penalized regression
NNet04,2,0.285714285714286,Neural network
NNet05,2,0.285714285714286,Neural network
NNet08,2,0.285714285714286,Neural network
NNet09,2,0.285714285714286,Neural network
NNet10,2,0.285714285714286,Neural network
NNet15,2,0.285714285714286,Neural network
NNet17,2,0.285714285714286,Neural network
NNet19,2,0.285714285714286,Neural network
NNet21,2,0.285714285714286,Neural network
NNet23,2,0.285714285714286,Neural network
NNet25,2,0.285714285714286,Neural network
NNet26,2,0.285714285714286,Neural network
NNet27,2,0.285714285714286,Neural network
NNet28,2,0.285714285714286,Neural network
PMARS3,2,0.285714285714286,PolyMARS
PMARS4,2,0.285714285714286,PolyMARS
RF01,2,0.285714285714286,Random forest
RF04,2,0.285714285714286,Random forest
RF05,2,0.285714285714286,Random forest
RF08,2,0.285714285714286,Random forest
RF19,2,0.285714285714286,Random forest
Ridge,2,0.285714285714286,Penalized regression
EN1,1,0.142857142857143,Penalized regression
EN3,1,0.142857142857143,Penalized regression
LASSO,1,0.142857142857143,Penalized regression
NNet02,1,0.142857142857143,Neural network
NNet07,1,0.142857142857143,Neural network
NNet11,1,0.142857142857143,Neural network
NNet12,1,0.142857142857143,Neural network
NNet13,1,0.142857142857143,Neural network
NNet14,1,0.142857142857143,Neural network
NNet16,1,0.142857142857143,Neural network
NNet18,1,0.142857142857143,Neural network
NNet24,1,0.142857142857143,Neural network
NNet29,1,0.142857142857143,Neural network
NNet30,1,0.142857142857143,Neural network
PMARS1,1,0.142857142857143,PolyMARS
PMARS2,1,0.142857142857143,PolyMARS
PMARS5,1,0.142857142857143,PolyMARS
RF02,1,0.142857142857143,Random forest
RF03,1,0.142857142857143,Random forest
RF06,1,0.142857142857143,Random forest
RF09,1,0.142857142857143,Random forest
RF10,1,0.142857142857143,Random forest
RF11,1,0.142857142857143,Random forest
RF12,1,0.142857142857143,Random forest
RF13,1,0.142857142857143,Random forest
RF14,1,0.142857142857143,Random forest
RF15,1,0.142857142857143,Random forest
RF17,1,0.142857142857143,Random forest
RF18,1,0.142857142857143,Random forest
RF20,1,0.142857142857143,Random forest
RF21,1,0.142857142857143,Random forest
RF22,1,0.142857142857143,Random forest
RF23,1,0.142857142857143,Random forest
RF24,1,0.142857142857143,Random forest
RF25,1,0.142857142857143,Random forest
RF26,1,0.142857142857143,Random forest
RF27,1,0.142857142857143,Random forest
SVM1,1,0.142857142857143,Support vector regression
